"Species";"ID";"Date";"Sex";"WingSize";"L2Length"
"D_acutila";"ACU1214.TIF";"24_Sep_01";"F";0.132801742607534;0.464947751998301
"D_acutila";"ACU1215.TIF";"24_Sep_01";"F";0.210923158858598;0.567335451936386
"D_acutila";"ACU1216.TIF";"24_Sep_01";"F";0.232852167630886;0.57723564924006
"D_acutila";"ACU1217.TIF";"24_Sep_01";"F";0.192789682997022;0.507133436764626
"D_acutila";"ACU1218.TIF";"24_Sep_01";"F";0.160856397914719;0.513680250738636
"D_acutila";"ACU1219.TIF";"24_Sep_01";"F";0.199659460602358;0.530988696682078
"D_acutila";"ACU1220.TIF";"24_Sep_01";"F";0.226058983218629;0.555475769473241
"D_acutila";"ACU1221.TIF";"24_Sep_01";"F";0.122184314361439;0.451865492169304
"D_acutila";"ACU1222.TIF";"24_Sep_01";"F";0.230150620529247;0.556923102251907
"D_acutila";"ACU1223.TIF";"24_Sep_01";"F";0.145680304802624;0.471331220418965
"D_acutila";"ACU1224.TIF";"24_Sep_01";"F";0.216012280630977;0.549729364304145
"D_acutila";"ACU1225.TIF";"24_Sep_01";"F";0.189889528746636;0.50657489846041
"D_acutila";"ACU1226.TIF";"24_Sep_01";"F";0.205170639320784;0.541521059251468
"D_acutila";"ACU1227.TIF";"24_Sep_01";"F";0.166184689198744;0.516114967789771
"D_acutila";"ACU1228.TIF";"24_Sep_01";"F";0.168639761838657;0.517839715272564
"D_acutila";"ACU1229.TIF";"24_Sep_01";"F";0.165201157251821;0.517468498039559
"D_acutila";"ACU1230.TIF";"24_Sep_01";"F";0.184617443558257;0.538806226256647
"D_acutila";"ACU1231.TIF";"24_Sep_01";"F";0.0908147677428835;0.398284899059679
"D_acutila";"ACU1000.TIF";"19_May_01";"M";0.224543985864959;0.594735871415773
"D_acutila";"ACU1001.TIF";"19_May_01";"M";0.21271861914641;0.5897780612001
"D_acutila";"ACU1007.TIF";"24_Jul_01";"M";0.143394009352405;0.489835611870847
"D_acutila";"ACU1008.TIF";"24_Jul_01";"M";0.000172033051234694;0.365200985240245
"D_acutila";"ACU1011.TIF";"24_Jul_01";"M";0.112532044590078;0.455589551508805
"D_acutila";"ACU1012.TIF";"24_Jul_01";"M";0.122452163700375;0.485938943817268
"D_acutila";"ACU1017.TIF";"24_Jul_01";"M";0.0339568958582009;0.385292612443112
"D_acutila";"ACU1019.TIF";"24_Jul_01";"M";0.0615503779652345;0.384918003873787
"D_acutila";"ACU1024.TIF";"24_Jul_01";"M";0.0774556940077017;0.438623243095902
"D_acutila";"ACU1027.TIF";"24_Jul_01";"M";0.0875577691808696;0.436969073603111
"D_acutila";"ACU1036.TIF";"24_Jul_01";"M";0.0456208951050369;0.402128209181782
"D_acutila";"ACU1037.TIF";"24_Jul_01";"M";0.0922323910973643;0.426789432721768
"D_acutila";"ACU1038.TIF";"24_Jul_01";"M";0.147301687379027;0.514111610214141
"D_acutila";"ACU1046.TIF";"24_Jul_01";"M";0.0725289804915943;0.404604603246696
"D_acutila";"ACU1047.TIF";"24_Jul_01";"M";0.131622389619509;0.470277167268299
"D_acutila";"ACU1050.TIF";"05_Sep_01";"M";0.0478523671605449;0.410763982377328
"D_acutila";"ACU1051.TIF";"05_Sep_01";"M";0.0983037173620261;0.46953998040222
"D_acutila";"ACU1052.TIF";"05_Sep_01";"M";0.0810040190750061;0.452498483106134
"D_acutila";"ACU1053.TIF";"05_Sep_01";"M";0.109664940454406;0.48021113519487
"D_acutila";"ACU1055.TIF";"05_Sep_01";"M";-0.000375475646677631;0.316846177368836
"D_acutila";"ACU1056.TIF";"05_Sep_01";"M";0.152880795782037;0.47916224869644
"D_acutila";"ACU1057.TIF";"05_Sep_01";"M";0.0595627634558023;0.41722948295119
"D_acutila";"ACU1058.TIF";"05_Sep_01";"M";0.0784317656009288;0.40868525101174
"D_acutila";"ACU1065.TIF";"05_Sep_01";"M";0.10493203321856;0.433282111904321
"D_acutila";"ACU1066.TIF";"05_Sep_01";"M";0.0868094796933614;0.391676958218934
"D_acutila";"ACU1067.TIF";"05_Sep_01";"M";0.11065384665885;0.416689376003731
"D_acutila";"ACU1068.TIF";"05_Sep_01";"M";0.0893852377055677;0.409314115300415
"D_acutila";"ACU1069.TIF";"05_Sep_01";"M";0.134477054029506;0.469395896988892
"D_acutila";"ACU1070.TIF";"05_Sep_01";"M";0.12985663727144;0.464247381481674
"D_acutila";"ACU1071.TIF";"05_Sep_01";"M";0.045275654706208;0.39508521021095
"D_acutila";"ACU1072.TIF";"05_Sep_01";"M";0.131055327386405;0.488401860790675
"D_acutila";"ACU1073.TIF";"05_Sep_01";"M";0.133684455882052;0.498655552010444
"D_acutila";"ACU1074.TIF";"05_Sep_01";"M";0.116946124387034;0.465624091743731
"D_acutila";"ACU1075.TIF";"05_Sep_01";"M";0.0435654234472416;0.376278983517677
"D_acutila";"ACU1076.TIF";"05_Sep_01";"M";0.0770879124698443;0.4402647910987
"D_acutila";"ACU1077.TIF";"05_Sep_01";"M";0.0834743360075703;0.430774361495864
"D_acutila";"ACU1079.TIF";"05_Sep_01";"M";0.15451250084857;0.505204051837839
"D_acutila";"ACU1080.TIF";"05_Sep_01";"M";0.0156853915536866;0.327684114158588
"D_acutila";"ACU1081.TIF";"05_Sep_01";"M";0.0802796039235373;0.412529030689373
"D_acutila";"ACU1082.TIF";"05_Sep_01";"M";0.0988394794070051;0.409516301597775
"D_acutila";"ACU1083.TIF";"05_Sep_01";"M";0.0917817970730619;0.389509065828892
"D_acutila";"ACU1084.TIF";"05_Sep_01";"M";0.0862490097310741;0.412600411840898
"D_acutila";"ACU1085.TIF";"05_Sep_01";"M";0.110184153822753;0.455847682132457
"D_acutila";"ACU1086.TIF";"05_Sep_01";"M";0.0630493585251989;0.373780758690891
"D_acutila";"ACU1087.TIF";"05_Sep_01";"M";0.0982100574151113;0.460232644900271
"D_acutila";"ACU1088.TIF";"05_Sep_01";"M";0.0732135113876199;0.372947165768992
"D_acutila";"ACU1105.TIF";"05_Sep_01";"M";0.100336807888034;0.446310569425072
"D_acutila";"ACU1106.TIF";"05_Sep_01";"M";0.071165611776214;0.37674828508861
"D_acutila";"ACU1107.TIF";"05_Sep_01";"M";0.126290129827998;0.457412729497104
"D_acutila";"ACU1108.TIF";"05_Sep_01";"M";0.0959343388692845;0.424206233844845
"D_acutila";"ACU1109.TIF";"05_Sep_01";"M";0.107437841001868;0.420189433872778
"D_acutila";"ACU1110.TIF";"05_Sep_01";"M";0.113145821674267;0.456505219881035
"D_acutila";"ACU1111.TIF";"05_Sep_01";"M";0.137783206999608;0.472235765799325
"D_acutila";"ACU1112.TIF";"05_Sep_01";"M";0.102742624777914;0.434470032586442
"D_acutila";"ACU1113.TIF";"05_Sep_01";"M";0.140563769614818;0.495497332462677
"D_acutila";"ACU1118.TIF";"05_Sep_01";"M";0.0230609642248059;0.345466207408268
"D_acutila";"ACU1119.TIF";"05_Sep_01";"M";0.129602542370414;0.476202198050204
"D_acutila";"ACU1123.TIF";"06_Sep_01";"M";-0.012207313730909;0.313932803471766
"D_acutila";"ACU1124.TIF";"06_Sep_01";"M";0.099747205646463;0.441607186162344
"D_acutila";"ACU1125.TIF";"06_Sep_01";"M";0.096922027016714;0.417669149986971
"D_acutila";"ACU1126.TIF";"06_Sep_01";"M";-0.00135689499965861;0.320840134555075
"D_acutila";"ACU1127.TIF";"06_Sep_01";"M";0.135270095384707;0.482862766320591
"D_acutila";"ACU1128.TIF";"10_Sep_01";"M";0.0636420899819056;0.402685462069085
"D_acutila";"ACU1129.TIF";"10_Sep_01";"M";0.0706880533249476;0.40691837360613
"D_acutila";"ACU1130.TIF";"10_Sep_01";"M";0.00373843803379005;0.346096682767281
"D_acutila";"ACU1131.TIF";"10_Sep_01";"M";0.000352800952207895;0.335704689489406
"D_acutila";"ACU1132.TIF";"10_Sep_01";"M";-0.00509214160394309;0.348986656453288
"D_acutila";"ACU1133.TIF";"12_Sep_01";"M";0.0304026784590783;0.367270803878308
"D_acutila";"ACU1134.TIF";"12_Sep_01";"M";0.119483535165681;0.468692919891398
"D_acutila";"ACU1135.TIF";"12_Sep_01";"M";0.0300690638427941;0.378953359626305
"D_acutila";"ACU1136.TIF";"12_Sep_01";"M";-0.0208975104930852;0.323107924773224
"D_acutila";"ACU1137.TIF";"12_Sep_01";"M";-0.0374386278728565;0.283909972017884
"D_acutila";"ACU1138.TIF";"12_Sep_01";"M";0.0615550096038617;0.390305682786263
"D_acutila";"ACU1139.TIF";"12_Sep_01";"M";-0.0224172799687445;0.310484347772621
"D_acutila";"ACU1140.TIF";"12_Sep_01";"M";0.0359536884667384;0.361137411901387
"D_acutila";"ACU1141.TIF";"12_Sep_01";"M";0.0721441816766412;0.418509306561246
"D_acutila";"ACU1142.TIF";"12_Sep_01";"M";-0.139801798160225;0.147419916662
"D_acutila";"ACU1143.TIF";"12_Sep_01";"M";0.0191636800488132;0.334748170057906
"D_acutila";"ACU1144.TIF";"12_Sep_01";"M";0.0431103370624147;0.393077685278694
"D_acutila";"ACU1145.TIF";"12_Sep_01";"M";-0.0198780006652191;0.313948837121716
"D_acutila";"ACU1146.TIF";"12_Sep_01";"M";0.0489403581622257;0.37969867998754
"D_acutila";"ACU1147.TIF";"12_Sep_01";"M";0.12109941339256;0.480245924342008
"D_acutila";"ACU1148.TIF";"12_Sep_01";"M";0.0174080717561828;0.327990761453297
"D_acutila";"ACU1149.TIF";"12_Sep_01";"M";-0.0118705572453977;0.31820437792352
"D_acutila";"ACU1150.TIF";"12_Sep_01";"M";0.0250584268162068;0.36892043266324
"D_acutila";"ACU1151.TIF";"12_Sep_01";"M";-0.0381844098569289;0.27166024396038
"D_acutila";"ACU1152.TIF";"12_Sep_01";"M";-0.0085522396686735;0.319797825963672
"D_acutila";"ACU1153.TIF";"12_Sep_01";"M";0.0398911653969017;0.370748753881369
"D_acutila";"ACU1154.TIF";"12_Sep_01";"M";0.071993103318914;0.43726982109556
"D_acutila";"ACU1155.TIF";"12_Sep_01";"M";0.0717807773485174;0.410457468911073
"D_acutila";"ACU1156.TIF";"12_Sep_01";"M";0.0387241265849042;0.354008244063125
"D_acutila";"ACU1157.TIF";"12_Sep_01";"M";0.0466195734385945;0.414721872228894
"D_acutila";"ACU1158.TIF";"12_Sep_01";"M";0.133588693662082;0.48831660172358
"D_acutila";"ACU1159.TIF";"12_Sep_01";"M";-0.00230595837892526;0.288830814370063
"D_acutila";"ACU1160.TIF";"12_Sep_01";"M";0.0873051514255556;0.43751346701794
"D_acutila";"ACU1161.TIF";"12_Sep_01";"M";0.0483505360325314;0.389095657323409
"D_acutila";"ACU1162.TIF";"12_Sep_01";"M";0.0421749763574231;0.360226553609843
"D_acutila";"ACU1163.TIF";"12_Sep_01";"M";0.0625304652181835;0.433603267085929
"D_acutila";"ACU1164.TIF";"12_Sep_01";"M";0.078250289624819;0.425181688565166
"D_acutila";"ACU1165.TIF";"12_Sep_01";"M";0.091042640774912;0.4230965918109
"D_acutila";"ACU1166.TIF";"12_Sep_01";"M";-0.00718566694669877;0.345632485993817
"D_affinis";"AFF1000.TIF";"30_Apr_01";"F";0.177978630202752;0.439759667923806
"D_affinis";"AFF1001.TIF";"30_Apr_01";"F";0.219329578126674;0.482274506450809
"D_affinis";"AFF1002.TIF";"30_Apr_01";"F";0.169165386771227;0.410338933236659
"D_affinis";"AFF1003.TIF";"30_Apr_01";"F";0.226055962219936;0.51970093695507
"D_affinis";"AFF1009.TIF";"30_Apr_01";"F";0.187562165533669;0.408022544278688
"D_affinis";"AFF1010.TIF";"30_Apr_01";"F";0.147560017859089;0.403229373448279
"D_affinis";"AFF1011.TIF";"30_Apr_01";"F";0.195363069390658;0.452863643776756
"D_affinis";"AFF1012.TIF";"30_Apr_01";"F";0.214400326002265;0.492388213618648
"D_affinis";"AFF1013.TIF";"30_Apr_01";"F";0.191400747554286;0.463144649004485
"D_affinis";"AFF1014.TIF";"30_Apr_01";"F";0.146343670372999;0.410084166215144
"D_affinis";"AFF1015.TIF";"30_Apr_01";"F";0.137875968926442;0.377417754026488
"D_affinis";"AFF1016.TIF";"30_Apr_01";"F";0.170270587305506;0.389565596436305
"D_affinis";"AFF1024.TIF";"30_Apr_01";"F";0.172756217556356;0.427230995770426
"D_affinis";"AFF1025.TIF";"30_Apr_01";"F";0.196482833781899;0.440550906773158
"D_affinis";"AFF1028.TIF";"30_Apr_01";"F";0.230550115588881;0.49202973535332
"D_affinis";"AFF1029.TIF";"19_May_01";"F";0.201621963087825;0.501706810940466
"D_affinis";"AFF1030.TIF";"19_May_01";"F";0.23664551652889;0.517625486150412
"D_affinis";"AFF1031.TIF";"19_May_01";"F";0.211359119950095;0.50064994278439
"D_affinis";"AFF1032.TIF";"19_May_01";"F";0.242193983292292;0.535341588579453
"D_affinis";"AFF1033.TIF";"19_May_01";"F";0.251390002743193;0.520998380633134
"D_affinis";"AFF1034.TIF";"19_May_01";"F";0.245981711610361;0.550352265291492
"D_affinis";"AFF1035.TIF";"19_May_01";"F";0.271288376686308;0.566771661605068
"D_affinis";"AFF1052.TIF";"19_May_01";"F";0.259184405251837;0.524881889304857
"D_affinis";"AFF1053.TIF";"19_May_01";"F";0.0997057614275703;0.336693066593623
"D_affinis";"AFF1054.TIF";"19_May_01";"F";0.233123111670805;0.509474099127881
"D_affinis";"AFF1055.TIF";"19_May_01";"F";0.291042568491301;0.563413824312564
"D_affinis";"AFF1056.TIF";"19_May_01";"F";0.258300442845047;0.544523939996748
"D_affinis";"AFF1057.TIF";"19_May_01";"F";0.210973823794489;0.481385359971487
"D_affinis";"AFF1058.TIF";"19_May_01";"F";0.233570490136578;0.521396393829712
"D_affinis";"AFF1059.TIF";"19_May_01";"F";0.204028091984976;0.462622239317661
"D_affinis";"AFF1060.TIF";"19_May_01";"F";0.24610489069276;0.531312467756062
"D_affinis";"AFF1061.TIF";"19_May_01";"F";0.219247875514221;0.48857790990848
"D_affinis";"AFF1062.TIF";"19_May_01";"F";0.215035111866288;0.477206955881813
"D_affinis";"AFF1077.TIF";"19_May_01";"F";0.227042845616438;0.480769457317372
"D_affinis";"AFF1078.TIF";"19_May_01";"F";0.290230884226183;0.568628802983396
"D_affinis";"AFF1079.TIF";"19_May_01";"F";0.229113061857885;0.50193578421549
"D_affinis";"AFF1080.TIF";"19_May_01";"F";0.23864855374508;0.527160639310393
"D_affinis";"AFF1081.TIF";"19_May_01";"F";0.246431689694495;0.536413810858555
"D_affinis";"AFF1082.TIF";"19_May_01";"F";0.220833592186715;0.47800054482351
"D_affinis";"AFF1083.TIF";"19_May_01";"F";0.234727650814561;0.457720487383595
"D_affinis";"AFF1084.TIF";"19_May_01";"F";0.174480610856252;0.45048463023825
"D_affinis";"AFF1085.TIF";"19_May_01";"F";0.221999674224651;0.482736669237845
"D_affinis";"AFF1086.TIF";"19_May_01";"F";0.182778279037996;0.442007552129227
"D_affinis";"AFF1087.TIF";"19_May_01";"F";0.205430033588623;0.462060167197323
"D_affinis";"AFF1088.TIF";"19_May_01";"F";0.273734274687084;0.52371021530416
"D_affinis";"AFF1089.TIF";"19_May_01";"F";0.105992693709751;0.344692253522462
"D_affinis";"AFF1090.TIF";"19_May_01";"F";0.22099301164479;0.481994002857801
"D_affinis";"AFF1091.TIF";"19_May_01";"F";0.147329934329258;0.38823526771163
"D_affinis";"AFF1092.TIF";"19_May_01";"F";0.224247476214663;0.463061558107376
"D_affinis";"AFF1093.TIF";"19_May_01";"F";0.223703871574105;0.479861412314014
"D_affinis";"AFF1127.TIF";"19_May_01";"F";0.233173386294132;0.50258655687707
"D_affinis";"AFF1128.TIF";"19_May_01";"F";0.191105192361393;0.449312316419269
"D_affinis";"AFF1129.TIF";"19_May_01";"F";0.168472831340133;0.444365608588583
"D_affinis";"AFF1130.TIF";"19_May_01";"F";0.193505098497204;0.428251360096894
"D_affinis";"AFF1131.TIF";"19_May_01";"F";0.221104949539407;0.494822895644443
"D_affinis";"AFF1132.TIF";"19_May_01";"F";0.21601146550304;0.449709273723546
"D_affinis";"AFF1133.TIF";"19_May_01";"F";0.221763858439452;0.473585368278356
"D_affinis";"AFF1134.TIF";"19_May_01";"F";0.0974560552053491;0.332279273926299
"D_affinis";"AFF1135.TIF";"19_May_01";"F";0.250264469209715;0.525627478545661
"D_affinis";"AFF1136.TIF";"19_May_01";"F";0.178338208798823;0.445350537852516
"D_affinis";"AFF1137.TIF";"19_May_01";"F";0.183443750317711;0.459112144776411
"D_affinis";"AFF1138.TIF";"19_May_01";"F";0.221117540067166;0.487275052068595
"D_affinis";"AFF1139.TIF";"19_May_01";"F";0.255050700890273;0.533031030603416
"D_affinis";"AFF1140.TIF";"19_May_01";"F";0.268114782363365;0.526794064247414
"D_affinis";"AFF1141.TIF";"26_Jun_01";"F";0.208327644651535;0.447088866122153
"D_affinis";"AFF1142.TIF";"26_Jun_01";"F";0.164760303144413;0.439863900361479
"D_affinis";"AFF1143.TIF";"26_Jun_01";"F";0.230016364847079;0.463661986468248
"D_affinis";"AFF1144.TIF";"26_Jun_01";"F";0.190159119987182;0.457861173986325
"D_affinis";"AFF1145.TIF";"26_Jun_01";"F";0.227391095477687;0.490740242606305
"D_affinis";"AFF1146.TIF";"26_Jun_01";"F";0.189072221547274;0.436056308634741
"D_affinis";"AFF1147.TIF";"26_Jun_01";"F";0.195950461136051;0.442706739940532
"D_affinis";"AFF1148.TIF";"26_Jun_01";"F";0.134271316872713;0.396433098500273
"D_affinis";"AFF1149.TIF";"26_Jun_01";"F";0.150059216066173;0.41252116865831
"D_affinis";"AFF1157.TIF";"26_Jun_01";"F";0.210712640428691;0.44083771640929
"D_affinis";"AFF1158.TIF";"26_Jun_01";"F";0.154499465918658;0.399170321444382
"D_affinis";"AFF1159.TIF";"26_Jun_01";"F";0.149272585073063;0.401627079556873
"D_affinis";"AFF1160.TIF";"26_Jun_01";"F";0.20900862384464;0.487052242724813
"D_affinis";"AFF1161.TIF";"26_Jun_01";"F";0.182677304929421;0.437002310665344
"D_affinis";"AFF1162.TIF";"26_Jun_01";"F";0.14408341829233;0.397841786959908
"D_affinis";"AFF1163.TIF";"26_Jun_01";"F";0.170777380520638;0.419846637705716
"D_affinis";"AFF1170.TIF";"26_Jun_01";"F";0.187804138445198;0.449060754257921
"D_affinis";"AFF1171.TIF";"26_Jun_01";"F";0.186675136066255;0.449170428055659
"D_affinis";"AFF1172.TIF";"26_Jun_01";"F";0.172355975303186;0.457278589634922
"D_affinis";"AFF1173.TIF";"26_Jun_01";"F";0.112336002476798;0.388171114948477
"D_affinis";"AFF1174.TIF";"26_Jun_01";"F";0.0621052249518547;0.322550217195831
"D_affinis";"AFF1175.TIF";"26_Jun_01";"F";0.204552006062732;0.515259971457719
"D_affinis";"AFF1176.TIF";"26_Jun_01";"F";0.15606569580972;0.393075719813246
"D_affinis";"AFF1177.TIF";"26_Jun_01";"F";0.223988532087326;0.511204422032868
"D_affinis";"AFF1178.TIF";"26_Jun_01";"F";0.178058088969042;0.437596722811323
"D_affinis";"AFF1179.TIF";"26_Jun_01";"F";0.18071546558028;0.453050841654846
"D_affinis";"AFF1180.TIF";"26_Jun_01";"F";0.182792373181291;0.471110704961211
"D_affinis";"AFF1181.TIF";"26_Jun_01";"F";0.0899954031854426;0.357499478406741
"D_affinis";"AFF1182.TIF";"26_Jun_01";"F";0.216327116550549;0.457902477259197
"D_affinis";"AFF1183.TIF";"26_Jun_01";"F";0.156529513571872;0.422179966875431
"D_affinis";"AFF1184.TIF";"26_Jun_01";"F";0.0847826590837649;0.3611929133474
"D_affinis";"AFF1185.TIF";"26_Jun_01";"F";0.122371778159833;0.383915816934377
"D_affinis";"AFF1186.TIF";"26_Jun_01";"F";0.17105372873425;0.448072401345863
"D_affinis";"AFF1187.TIF";"26_Jun_01";"F";0.0829120746205284;0.362856871359496
